"","CS1","CS2","CS3","CS4","CS5","CS6","CS7","CS8","CS9","CS10","CS11","CS12","CS13","CS14","CS15","CS16","CS17","CS18","CS19","CS20","CS21","CS22","CS23","CS24","CS25","CS26","CS27","CS28","CS29","CS30"
"SRR5356055",9.0279e-05,2.43624e-05,-2.71123e-06,-9.47002e-05,6.06499e-05,-1.20198e-05,-5.19165e-06,-5.14714e-05,4.37098e-05,3.0775e-05,1.83111e-05,2.41471e-05,1.59754e-05,-6.04542e-05,4.71442e-05,-4.28755e-05,-0.000116433,6.37045e-06,4.1622e-05,3.18406e-05,-2.97404e-05,6.10064e-05,5.74442e-05,0.000130331,-1.75614e-06,-1.29545e-06,-1.24112e-05,-6.06467e-05,3.14611e-05,1.01683e-05
"SRR5355835",3.12635e-07,1.1321e-07,1.61551e-07,-5.4715e-07,2.51206e-08,2.42043e-07,-2.19987e-07,-3.48646e-07,1.77698e-07,3.19335e-07,5.70917e-08,4.1411e-08,2.54461e-07,9.07708e-09,8.9455e-08,-2.17519e-07,-3.74953e-07,4.15873e-07,3.38808e-08,1.6535e-07,8.28551e-08,3.36276e-07,1.61516e-07,5.37108e-08,8.19383e-08,-4.25668e-08,1.73435e-07,-4.42937e-07,-7.881e-08,-1.54034e-07
"SRR5355068",1.65329e-06,5.16882e-07,-1.43282e-07,-1.32279e-06,1.05036e-06,1.16108e-06,-9.50915e-07,-1.389e-06,3.48711e-07,1.3386e-06,-2.71977e-07,1.68263e-07,6.54337e-07,-2.51411e-07,2.8805e-07,-5.99333e-07,-2.69577e-06,1.1096e-06,2.87641e-07,2.69888e-07,-1.21082e-06,1.04653e-06,1.30602e-06,2.10933e-06,1.23587e-06,6.23946e-07,1.85997e-07,-7.1107e-07,1.92871e-07,2.14901e-07
"SRR5353550",7.61126e-08,-4.59692e-08,2.35823e-08,-1.89925e-07,-5.52969e-08,1.34859e-07,-5.20941e-08,-1.66391e-07,8.31164e-08,-8.96035e-09,-3.40887e-09,1.48896e-08,5.57013e-08,-9.3742e-08,-6.15829e-08,-1.36548e-07,-2.98467e-07,1.15996e-07,-2.69802e-08,5.21566e-08,-5.06809e-08,1.19698e-07,3.80025e-08,1.21983e-07,7.19795e-08,3.29579e-08,6.9013e-08,-2.05046e-07,3.09797e-08,-1.03729e-08
"SRR5355511",1.29125e-06,2.49835e-07,1.03533e-06,-1.50544e-06,7.62625e-07,1.19788e-06,-3.51678e-07,2.49048e-07,7.90816e-07,3.82996e-07,-1.71129e-07,-4.66871e-07,-4.60894e-08,-7.56046e-07,-2.28776e-07,-2.01205e-06,-1.15221e-06,9.61285e-07,1.2844e-06,-4.023e-07,-1.92778e-07,1.33022e-06,-3.00034e-07,1.2357e-06,1.4325e-07,4.65502e-07,-4.53275e-07,-4.97709e-07,-2.02981e-07,-4.05996e-07
"SRR5354508",7.85694e-08,2.61224e-08,7.63131e-09,-1.04794e-07,1.66878e-08,2.98733e-08,-6.6326e-08,-4.46908e-08,7.28599e-10,8.02927e-08,5.07094e-08,1.02003e-08,2.841e-08,-5.09398e-08,6.77422e-09,-4.55669e-08,-1.50809e-07,3.3541e-08,-3.39858e-09,4.52795e-08,-4.14202e-08,7.57576e-08,1.16105e-07,9.25683e-08,-2.90165e-08,-2.0789e-08,-2.54594e-08,-5.14752e-08,-6.51705e-09,3.49505e-08
"SRR5355017",1.08876e-06,1.37734e-07,-1.09404e-07,-7.71932e-07,2.30872e-07,-6.62698e-08,-7.1996e-07,-7.10908e-07,8.71317e-07,9.82418e-07,-1.13627e-07,1.89462e-07,3.65294e-07,-3.45406e-07,1.80297e-07,-7.92736e-07,-8.19617e-07,2.68273e-07,-2.45778e-07,3.41844e-08,-3.5838e-07,9.17159e-07,3.76e-07,8.27508e-07,7.81492e-07,7.3898e-07,-3.68586e-07,-7.40193e-07,-3.31669e-07,-2.67883e-08
"SRR5355126",1.09664e-06,4.06443e-07,2.0809e-06,-1.39554e-06,2.05261e-07,1.5648e-06,-2.16792e-06,-2.81283e-06,-2.01387e-07,3.54576e-06,6.25418e-07,-1.20065e-07,2.49344e-07,-2.70797e-06,-1.78497e-06,-2.62965e-06,-3.10144e-06,1.32136e-06,-3.45493e-07,1.20657e-06,-3.56496e-08,1.78932e-06,5.63333e-07,1.87013e-06,8.88576e-07,4.46827e-07,-5.05651e-07,-2.35478e-07,-9.5087e-07,3.34528e-07
"SRR5355999",3.20733e-06,1.08515e-06,4.27733e-07,-5.98478e-07,4.4736e-07,1.89814e-06,-3.11506e-06,-2.00483e-06,2.62901e-06,1.69523e-06,-9.70871e-07,3.64135e-07,8.60023e-07,-1.22272e-07,4.80019e-08,-9.04086e-07,-2.46077e-06,1.21302e-06,3.24791e-07,1.49319e-06,3.84459e-07,2.49302e-06,1.06358e-06,1.57421e-06,2.08071e-06,1.31107e-07,4.62368e-07,-2.48351e-06,-4.92708e-07,5.15278e-07
"SRR5354326",1.49383e-07,-1.19863e-07,4.9752e-08,-2.69321e-07,1.04282e-07,9.79538e-08,-3.24056e-07,-2.10247e-07,3.17094e-08,2.12091e-07,1.6161e-07,1.60293e-07,5.00337e-08,-1.27019e-07,-8.46279e-08,-1.21909e-07,-3.45427e-07,1.23087e-07,-6.91861e-08,1.55164e-07,-9.82276e-08,1.89762e-07,2.10143e-07,9.22567e-08,6.97974e-08,-5.7618e-08,3.95248e-08,-1.75518e-07,-2.43948e-08,-2.41666e-09
"SRR5354330",1.26741e-06,-1.09054e-07,-1.15937e-08,-9.79113e-07,-5.35921e-07,9.17931e-07,-1.42506e-06,-9.7167e-07,1.17962e-06,1.09538e-06,-4.97217e-07,5.14499e-07,9.44173e-07,-7.1423e-07,-4.10607e-07,-6.01234e-07,-1.32027e-06,1.15972e-06,5.28724e-07,1.08145e-06,-8.13473e-07,2.70992e-06,1.66666e-06,6.71523e-07,9.0116e-07,4.5779e-07,-9.69452e-07,-6.07903e-07,9.04185e-07,-2.04958e-07
"SRR5354398",1.16576e-06,-4.83021e-07,4.04356e-07,-2.28965e-06,3.1214e-07,1.83699e-06,-2.05174e-06,-1.41937e-06,2.30241e-07,1.38959e-06,-1.19898e-06,6.22418e-07,1.42226e-07,-1.80559e-06,1.26283e-06,-5.27332e-07,-3.65948e-06,7.07531e-07,1.15281e-06,2.60288e-06,-7.06535e-07,7.14021e-07,1.21076e-06,7.20356e-07,8.00214e-07,7.41857e-07,-7.73014e-07,-2.30051e-07,1.16617e-07,7.9675e-07
"SRR5354307",1.19747e-05,1.00209e-05,-2.9663e-06,-8.58814e-06,-7.63009e-07,1.94581e-05,-3.08429e-05,-1.54177e-06,9.89727e-06,2.2455e-06,-7.05732e-06,3.37827e-06,6.33072e-06,1.27468e-07,9.7936e-06,-9.3849e-06,-1.42165e-05,1.86655e-05,-7.46971e-06,-1.97134e-08,-1.1213e-05,2.15807e-06,1.9959e-06,8.80273e-06,-7.72877e-06,-4.9954e-07,-6.46193e-07,-5.93841e-06,-7.76895e-06,5.17217e-06
"SRR5355280",7.04675e-06,-6.32724e-06,8.20815e-06,-1.28607e-05,-5.48398e-07,6.03856e-06,-1.56963e-05,-4.88824e-06,2.77535e-06,-4.42275e-07,-6.46298e-06,4.57846e-06,2.20922e-06,-6.43412e-06,2.7708e-06,-1.03926e-05,-1.82028e-05,4.99807e-07,1.92242e-07,1.19556e-05,-9.715e-06,1.33486e-05,-2.09766e-06,1.50636e-05,6.2325e-06,4.22629e-07,3.07331e-06,-3.5461e-06,2.1219e-06,-3.49056e-06
"SRR5355231",1.94048e-06,-1.96395e-06,-5.81253e-07,-3.16838e-06,5.62342e-07,3.26456e-06,-3.64386e-06,-2.69324e-06,3.04096e-06,1.96344e-06,-2.97412e-06,1.41428e-06,7.896e-07,-1.71754e-06,-9.03998e-07,-2.89646e-06,-4.85843e-06,9.39689e-07,1.86816e-06,3.51481e-06,-3.38878e-07,2.11599e-07,2.03549e-06,1.94059e-06,-1.18892e-06,-9.80906e-07,-7.01753e-07,-1.9209e-06,-3.7218e-06,-4.96517e-07
"SRR5354503",7.7513e-07,2.66962e-07,1.36089e-07,-1.03147e-06,-1.27201e-07,1.19856e-06,-3.30018e-07,-1.7079e-06,5.00761e-07,6.31753e-07,2.40936e-07,4.10286e-07,7.24244e-07,-5.84611e-07,-3.68209e-07,-7.23624e-07,-2.08342e-06,4.17575e-07,1.81565e-07,4.06245e-07,-2.50409e-07,7.48351e-07,1.05621e-06,1.49569e-06,6.02105e-07,-6.06847e-08,-4.94708e-07,-1.19314e-06,-4.89487e-07,2.61414e-07
"SRR5356132",1.92234e-07,7.03417e-08,2.26603e-07,-1.08937e-07,2.19297e-07,1.30428e-07,-2.14029e-07,-2.56704e-07,-6.68434e-08,4.63333e-08,-2.53709e-07,5.3841e-08,9.26362e-08,-1.57183e-07,-4.12086e-08,-1.27047e-07,-1.16049e-07,2.25022e-07,-3.20233e-08,-5.13294e-08,-9.04213e-08,1.04317e-07,1.37161e-07,1.20949e-07,2.32497e-08,-5.41327e-08,8.3656e-08,-1.35362e-07,1.85047e-07,6.20532e-08
"SRR5355290",1.69277e-05,2.22613e-06,1.13276e-05,-1.3246e-05,4.83372e-07,1.00513e-05,-1.58747e-05,-1.8323e-05,3.08178e-06,6.3246e-06,-8.19472e-06,4.41774e-07,-7.70971e-07,-7.13559e-06,-3.48928e-06,-1.0052e-05,-1.94348e-05,3.32046e-06,6.74907e-06,1.35402e-06,-1.43572e-05,4.24213e-07,1.34489e-05,1.16118e-05,7.39409e-07,-6.08342e-06,-1.08756e-05,-5.64953e-06,-5.24092e-06,2.76326e-06
"SRR5353498",9.24572e-07,4.85406e-07,7.72598e-07,-2.06894e-06,-7.10757e-08,2.03827e-06,-1.30283e-06,-2.59547e-06,1.40516e-06,5.24628e-07,-8.55672e-08,1.90984e-07,1.58577e-06,-2.23214e-06,-9.93122e-07,-6.50823e-07,-2.89226e-06,5.68458e-07,6.98255e-07,5.02039e-07,-1.01778e-06,1.46578e-06,1.07164e-06,7.93433e-07,7.69333e-07,3.91115e-07,9.75489e-09,-1.07217e-06,7.5607e-07,-3.17685e-07
"SRR5355942",4.67244e-07,1.19906e-07,-9.2717e-08,-4.88371e-07,3.0542e-07,3.27418e-07,4.20909e-08,-1.93242e-07,1.90709e-07,6.34458e-07,-1.78213e-07,4.38018e-08,3.04786e-07,-2.2594e-07,1.21974e-07,-2.78431e-07,-6.99357e-07,1.74297e-07,1.77401e-07,1.14194e-07,-1.29359e-07,7.04831e-07,3.94711e-07,5.28677e-07,1.4478e-08,6.05259e-08,-1.36495e-07,-5.09957e-07,-3.19447e-08,-8.04174e-09
"SRR5355500",9.98947e-07,3.44723e-07,9.56838e-07,-4.84777e-07,6.30038e-07,5.42265e-07,-4.54065e-07,-7.15085e-07,1.03068e-06,4.44149e-07,2.52207e-07,5.39992e-07,5.43609e-07,-1.18846e-06,9.95949e-08,-8.33431e-07,-9.41332e-07,9.22874e-07,1.1156e-06,2.91221e-07,2.44114e-07,8.03376e-07,-1.53499e-08,6.84482e-07,6.52979e-07,2.70587e-07,-5.22818e-07,1.05177e-07,-4.99267e-08,3.38686e-07
"SRR5353509",9.10337e-05,3.45032e-05,-1.39582e-05,-0.000118022,9.5981e-06,4.52267e-05,-5.51551e-05,-7.40642e-05,4.82347e-05,-3.17499e-05,3.75964e-05,-2.26883e-05,3.45056e-05,-6.74329e-05,-1.08188e-05,-5.0735e-05,-0.000140972,5.93242e-05,3.4394e-05,1.13463e-05,-4.72363e-05,6.4902e-05,3.81344e-05,2.98024e-05,2.71607e-05,6.39212e-05,3.35616e-05,-3.35035e-05,-2.30695e-05,4.2122e-06
"SRR5354140",1.49997e-06,-4.63681e-07,1.99859e-06,-4.22016e-06,6.61096e-07,2.59446e-06,-7.83632e-07,7.49128e-07,2.00309e-06,1.53674e-06,-5.62765e-08,3.14193e-06,1.65953e-06,-2.54624e-06,1.21126e-06,3.2868e-07,-6.98252e-06,1.05075e-06,2.02929e-06,2.87172e-06,4.78453e-07,2.41893e-06,3.01072e-06,3.31627e-06,1.21198e-06,7.534e-08,-5.98396e-07,-4.09597e-06,6.54198e-07,1.56001e-06
"SRR5354285",-6.69669e-07,-3.15177e-06,-2.56995e-06,-5.85875e-06,1.81959e-06,7.98526e-06,-4.99155e-06,-6.64642e-06,1.43519e-06,4.60737e-06,1.50104e-07,3.48618e-06,1.58517e-06,-5.60975e-06,1.68192e-06,-5.41654e-06,-1.12258e-05,3.30677e-06,1.4784e-06,7.91887e-06,-5.55061e-06,8.79885e-06,-1.69005e-06,2.75999e-06,-1.81057e-06,4.78099e-07,-3.1157e-06,-8.25468e-06,9.53069e-07,8.38358e-07
"SRR5356010",0.000307228,0.000393669,0.000131563,-0.000466545,0.000322177,0.000392427,-8.83024e-05,-0.00044135,0.000167835,0.000225475,-6.30333e-05,0.000423679,2.44366e-05,-0.000122725,9.52131e-05,-0.000146349,-0.000835502,8.99825e-05,-0.000211618,0.00034122,-8.90964e-05,0.000368903,0.000160203,0.000617212,0.00040938,0.00015299,3.31582e-05,-0.000222373,0.000132972,5.8367e-05
"SRR5355111",1.8321e-07,3.2482e-09,8.00522e-08,-7.06769e-09,-1.46197e-07,3.05752e-07,-5.86049e-07,-3.52979e-07,7.08748e-08,3.02465e-07,-1.08881e-07,7.27088e-08,5.22575e-08,-2.14227e-07,-7.38126e-08,-4.02418e-07,-5.41105e-07,9.54944e-08,-7.29663e-08,4.4044e-07,-7.96736e-08,2.69586e-07,1.23679e-07,1.38792e-07,1.13362e-07,-1.45815e-08,1.03449e-07,-1.5148e-07,-7.57971e-08,-6.11482e-08
"SRR5355223",1.01498e-05,3.75542e-07,1.07419e-05,-2.06555e-05,-7.30804e-06,1.33689e-05,-2.13882e-05,-1.3955e-05,7.20966e-06,1.20934e-05,-1.10054e-05,8.39712e-06,-6.53137e-06,-1.59429e-05,-4.37049e-06,-1.37204e-05,-2.47997e-05,4.23664e-06,1.17529e-06,1.51819e-05,4.4068e-06,1.37331e-05,7.11765e-06,1.29734e-05,-1.6002e-06,1.58436e-05,-2.87445e-06,-1.37817e-05,-1.17697e-05,4.55899e-07
"SRR5355278",1.51693e-07,5.44894e-09,1.54561e-07,-1.02746e-07,2.62922e-08,1.07553e-07,-1.46696e-07,-3.53355e-08,1.1957e-07,1.94221e-07,-5.22333e-08,5.49255e-08,-2.19703e-08,-2.45652e-07,5.38606e-09,-1.71902e-07,-3.4075e-07,7.06978e-08,-1.36406e-09,2.42973e-07,-8.02891e-08,1.93596e-07,2.07384e-07,1.58546e-07,2.45485e-08,-6.3905e-08,-7.7812e-08,-8.5819e-08,-5.31735e-08,-7.30414e-08
"SRR5355499",0.00319769,0.00339075,0.00397163,-0.00405674,0.00317914,0.00215862,-0.00197317,-0.00382228,0.00341829,0.00325766,-0.00117051,0.000405861,0.000719054,-0.00379684,0.00569434,-0.00568779,-0.00662334,0.000152579,0.00525907,-0.00152359,-0.00482149,0.00540352,0.00672582,-0.00112326,0.00288839,0.00184143,-0.00344705,-0.00468245,-0.00101618,-0.00216469
"SRR5355695",3.14517e-07,-3.63378e-07,5.00629e-07,-4.6586e-07,6.7937e-07,5.37784e-07,-6.42052e-07,-5.93005e-07,7.25601e-08,6.99715e-07,-3.68448e-07,8.31648e-07,3.2516e-07,-3.18884e-07,1.82054e-09,-9.72584e-07,-1.51024e-06,6.85394e-07,3.87945e-07,7.18131e-08,3.40628e-07,4.19684e-07,4.80658e-07,8.39936e-07,4.26904e-07,4.91254e-07,3.80919e-08,-9.90912e-07,1.60694e-07,-1.56978e-07
"SRR5356064",3.96854e-06,-6.17246e-07,-9.59411e-07,-6.09442e-06,2.03363e-06,7.01695e-07,7.19384e-07,-1.53977e-06,1.75248e-07,1.13731e-06,-2.66727e-06,2.05594e-06,-1.16155e-06,-2.26648e-06,-4.72643e-07,-3.69266e-06,-6.68942e-06,2.7459e-06,1.89716e-06,-1.68739e-06,-3.27434e-06,4.7145e-06,2.80471e-06,3.14419e-06,-8.6092e-07,4.39175e-07,-2.55942e-06,-6.47757e-06,1.55859e-07,-5.30381e-07
"SRR5355130",1.79e-05,-1.34331e-06,2.58018e-05,-1.48399e-06,5.4265e-06,9.64143e-06,-2.59398e-05,-2.39339e-05,2.03149e-06,1.44664e-05,-1.24168e-07,1.08954e-05,7.71785e-07,-1.47093e-05,7.11295e-07,-1.46119e-05,-2.0323e-05,-3.39264e-06,-7.69682e-06,1.85797e-05,-1.50317e-05,8.09576e-06,-1.05817e-05,1.68998e-05,-4.77679e-06,-1.87616e-06,-1.37926e-05,-2.21427e-05,1.4756e-06,1.18904e-06
"SRR5355018",1.03516e-06,-2.26426e-07,1.11386e-07,-1.70981e-06,1.17945e-06,9.3428e-07,-6.55965e-07,-1.80636e-06,7.2164e-07,1.56347e-06,-6.19391e-07,1.25138e-06,1.88766e-06,-9.73948e-07,-1.21212e-07,-9.34718e-07,-1.91304e-06,1.49363e-06,3.70732e-07,2.00467e-06,-1.39273e-06,7.00207e-07,8.73923e-07,2.50633e-06,3.02476e-07,1.15282e-06,2.22991e-07,-1.49954e-06,-5.28821e-07,1.34976e-07
"SRR5354484",4.39355e-08,-9.954e-09,1.86663e-09,-4.33396e-08,3.136e-09,6.04733e-08,-2.37971e-08,-5.98319e-08,3.13524e-08,2.32971e-08,3.17957e-08,3.47961e-09,5.09467e-08,-5.46371e-08,2.04896e-11,-3.98574e-08,-9.57845e-08,1.56357e-08,4.77422e-09,1.54336e-08,-3.06706e-08,5.86575e-08,3.20346e-08,3.62574e-08,-5.9058e-09,9.49013e-09,1.9629e-08,-6.83747e-08,3.26588e-08,1.09644e-08
"SRR5355985",1.75572e-08,1.71663e-08,-4.14877e-08,-5.67285e-08,2.46778e-08,4.7805e-08,-2.33612e-08,-1.18443e-08,-3.31467e-08,1.88844e-08,-5.23842e-08,7.10802e-08,4.25818e-08,2.37131e-08,-1.40919e-08,-4.71446e-08,-5.57202e-08,1.25996e-07,5.41194e-09,-2.87907e-08,-9.21641e-09,1.15776e-07,5.14893e-08,6.12483e-08,-2.61946e-08,-8.57991e-09,1.08161e-09,-4.87674e-08,3.46117e-09,5.95023e-08
"SRR3986065",6.36033e-07,2.15137e-07,8.82162e-08,-6.01028e-07,1.77951e-07,4.49195e-07,-4.50686e-07,-6.29801e-07,1.19347e-07,5.04043e-07,4.67799e-07,3.98153e-07,4.83161e-07,-5.9649e-07,2.19176e-07,-5.37118e-07,-1.08943e-06,2.2644e-07,2.52721e-07,3.31143e-08,3.12191e-07,7.02025e-07,2.74694e-07,4.44908e-07,2.35873e-07,4.72143e-07,-2.04714e-07,-4.6715e-07,1.54261e-07,-6.68557e-08
"SRR5355625",1.19819e-06,-7.2927e-07,-5.06904e-08,-1.04157e-06,1.43657e-06,3.50198e-06,-9.52128e-07,-2.7617e-07,2.45692e-06,3.55503e-06,-8.20377e-07,3.07623e-06,5.66633e-08,-1.45311e-06,-4.76789e-07,-2.30345e-06,-6.44963e-06,3.67669e-06,8.84151e-07,1.37201e-06,-1.82647e-06,7.0071e-07,1.96514e-06,2.96677e-06,4.21382e-07,-8.18048e-08,-1.91704e-06,-3.39798e-06,1.63273e-06,-1.9378e-06
"SRR5353982",1.35657e-06,-1.11494e-06,5.02536e-06,-8.16161e-06,-2.89149e-06,6.2046e-06,-1.49241e-06,-4.68734e-06,4.73974e-06,5.72772e-07,-1.40171e-06,5.70915e-06,2.65746e-06,-7.80745e-06,-2.67138e-06,-3.96136e-06,-1.19346e-05,2.02716e-06,-1.87393e-06,4.90649e-06,-7.95898e-07,3.40187e-06,1.05112e-05,2.09201e-06,2.20307e-06,1.34863e-06,-6.3705e-06,-5.07578e-06,-3.97746e-06,-3.19171e-06
"SRR5356085",2.11083e-05,2.66152e-06,3.804e-06,-2.2262e-05,1.79539e-05,3.13143e-05,-8.62015e-06,-1.75647e-05,1.65873e-06,2.62124e-05,-9.62885e-06,-4.2018e-06,4.43655e-06,-7.3109e-06,-2.37439e-06,-2.42726e-05,-4.02813e-05,2.31417e-05,8.41306e-06,1.79739e-05,-1.25786e-05,-1.25791e-06,6.60003e-06,3.66287e-05,2.52433e-05,8.94377e-07,9.85207e-07,-1.84204e-05,2.36725e-06,-4.68084e-06
"SRR5355822",1.90549e-05,-2.8294e-06,-1.06404e-06,-5.73308e-05,2.12788e-05,4.47518e-07,-1.395e-05,-3.41585e-05,9.49099e-06,1.46433e-06,-7.46029e-06,3.59992e-06,6.12411e-06,-2.45322e-05,-1.21723e-05,-1.37993e-05,-3.81608e-05,2.15665e-05,-2.99057e-06,3.32318e-06,-6.26549e-06,2.82171e-05,5.61338e-06,2.55343e-05,2.0877e-05,1.25921e-05,-1.4395e-05,-1.86331e-05,1.11958e-05,1.77193e-05
"SRR5354282",1.69053e-05,1.36287e-06,1.85597e-05,-9.01522e-06,3.85265e-06,7.83091e-06,-1.89557e-05,-1.70717e-05,1.36442e-05,1.60853e-05,1.07899e-06,2.79969e-06,1.32519e-05,-1.28203e-05,-2.93436e-06,-1.65889e-05,-3.42365e-05,1.1806e-06,-6.06596e-06,1.79474e-05,-9.71997e-06,2.27031e-05,7.7382e-06,2.06257e-05,1.71352e-05,-7.40953e-06,-9.25594e-07,-9.26454e-06,2.17388e-06,-5.47017e-06
"SRR5355746",1.14744e-07,1.06929e-08,4.20792e-08,-1.34038e-08,8.07056e-08,1.1841e-07,-1.43499e-07,-6.80458e-08,1.36413e-08,1.04711e-07,-4.04454e-08,8.15837e-08,2.51702e-08,1.26722e-09,-5.01666e-08,-7.60494e-08,-1.98258e-07,1.2811e-07,4.90469e-08,-4.33407e-09,-2.30912e-08,8.2163e-08,1.36022e-07,7.68099e-08,-7.24557e-09,9.32681e-08,-4.91631e-08,-1.09898e-07,-1.14811e-08,-7.92461e-08
"SRR3986105",3.37958e-07,-7.26378e-09,1.31969e-07,-2.66681e-07,-5.31584e-09,4.07149e-07,-1.45924e-07,-3.29204e-07,1.70171e-07,1.76514e-07,3.01826e-08,7.90401e-08,2.89316e-07,-1.74904e-07,4.01305e-08,-2.8543e-07,-5.1567e-07,2.27441e-07,1.36243e-07,2.17752e-07,1.95767e-07,2.31192e-07,7.5288e-08,3.19104e-07,1.94822e-07,-8.2705e-08,6.80808e-08,-3.03628e-07,7.98939e-10,1.46739e-08
"SRR5355207",3.87744e-06,3.81468e-06,4.38788e-06,-5.16141e-06,5.78857e-07,1.88894e-07,-5.21881e-06,-2.90046e-06,2.35787e-06,1.96973e-06,-1.01242e-06,1.72318e-06,-3.51837e-07,-1.45129e-06,-2.04536e-06,-2.01746e-06,-6.57363e-06,2.90823e-07,2.24147e-06,3.40949e-06,-1.24714e-06,2.42737e-06,1.60317e-06,1.42199e-06,2.56607e-06,-1.68086e-06,1.64163e-06,-7.62152e-07,-1.66649e-06,1.33562e-06
"SRR5354433",3.62639e-07,1.19138e-07,2.25131e-07,-4.81401e-07,2.48312e-08,3.00661e-07,-3.04181e-07,-1.48082e-06,7.75348e-07,2.43904e-07,-4.48414e-07,-2.35403e-07,5.40778e-07,-2.76529e-07,7.33954e-09,-7.29969e-07,-1.91379e-06,8.39716e-07,-4.32079e-07,8.4295e-07,-4.5732e-07,6.92736e-07,8.95866e-07,4.54541e-07,1.88603e-07,2.38689e-07,-4.22056e-07,-3.42592e-07,1.00594e-06,4.10588e-07
"SRR5354771",5.46928e-06,4.68258e-07,1.28872e-06,-4.43387e-06,-2.50116e-07,7.89166e-06,-5.55234e-06,-3.48606e-06,3.66372e-06,4.83105e-06,-4.24774e-06,2.29788e-06,1.77506e-06,-1.16824e-06,6.35825e-07,-3.46308e-06,-6.455e-06,9.51311e-07,2.32569e-06,4.28653e-06,-4.45971e-06,2.27616e-06,3.07907e-06,8.88806e-07,1.59462e-07,3.1309e-06,-2.07589e-06,-4.7361e-06,2.09423e-06,2.98097e-06
"SRR5356013",5.93829e-06,-1.99515e-06,-8.86463e-07,-6.69248e-06,1.12256e-06,1.20635e-06,-3.80127e-06,-4.96114e-06,-4.97062e-07,4.4538e-06,-6.94015e-06,4.29232e-06,5.80005e-06,-2.58176e-06,-5.59568e-07,-7.84789e-07,-6.95942e-06,2.92079e-06,1.33606e-06,6.41336e-07,-1.03381e-06,6.2468e-06,4.36335e-06,6.84875e-06,3.20191e-06,3.82584e-06,3.9007e-08,-1.0854e-06,1.64542e-06,-1.21095e-07
"SRR5356112",1.67119e-07,1.18318e-07,7.90046e-08,-2.74052e-07,2.77062e-07,2.20688e-07,-8.73161e-08,-4.0034e-07,9.34268e-09,5.55059e-08,-5.81207e-08,4.27246e-08,7.12191e-08,-1.76196e-07,2.9393e-07,-4.47642e-08,-3.50001e-07,3.17696e-07,-1.76804e-07,1.05783e-07,-2.13322e-07,1.50704e-07,4.16038e-07,4.64424e-07,2.19051e-07,5.51531e-09,5.18647e-08,-2.99115e-07,-1.15251e-07,7.59756e-08
"SRR5355119",-1.86324e-09,-7.70551e-09,7.16808e-08,-3.23394e-08,9.35285e-09,-1.4167e-08,-4.15263e-08,-9.91933e-08,-3.02245e-08,-1.16519e-08,-4.56044e-08,9.36374e-09,-2.357e-08,-6.90047e-09,-5.99175e-08,-9.35244e-08,-1.33171e-07,-1.71763e-08,2.0062e-09,4.92133e-08,-5.30877e-08,1.98073e-08,3.65142e-09,5.73501e-08,-3.60521e-08,-1.48578e-08,6.02727e-08,-1.67338e-08,-9.43537e-09,-2.04668e-08
"SRR5353388",7.44966e-07,-9.10031e-09,1.98426e-07,-8.78773e-07,2.4365e-07,5.50984e-07,-2.97177e-07,-6.3565e-07,8.34349e-07,3.79061e-07,1.03361e-07,4.27515e-07,7.12522e-07,-3.42518e-07,-7.30461e-08,-6.60115e-07,-1.04227e-06,4.86638e-07,1.94399e-07,1.32472e-07,4.2298e-08,6.6584e-07,1.7106e-07,4.47394e-07,-2.94215e-09,-2.05263e-08,1.38262e-09,-2.80595e-07,4.51207e-07,2.34709e-07
"SRR5355784",1.17197e-06,-1.26954e-07,-3.23115e-08,-2.46296e-06,7.54557e-07,2.47316e-06,-1.11141e-06,-1.59116e-06,1.15737e-06,6.62373e-07,-3.83025e-07,7.71075e-07,9.56295e-07,5.28994e-07,8.04354e-07,-1.77341e-06,-2.32744e-06,1.63184e-06,3.46766e-07,1.27521e-06,-1.85133e-07,1.71249e-06,2.378e-06,6.67173e-07,1.04195e-07,-3.32493e-07,-3.59038e-07,-2.1492e-06,3.91691e-07,1.55114e-08
"SRR5355088",1.02657e-06,6.27915e-07,1.34746e-07,-1.57564e-06,6.21669e-07,1.87935e-07,-3.00507e-07,-1.90869e-06,3.50285e-07,1.53745e-06,-1.4704e-07,8.07612e-08,1.60078e-07,-1.74118e-06,3.55799e-07,-1.61976e-06,-2.67716e-06,2.07714e-06,-4.42388e-07,2.2904e-07,1.38526e-07,1.18152e-06,1.21158e-06,2.67878e-06,1.13066e-06,5.37257e-07,-3.89511e-07,-2.00403e-06,5.59923e-08,-1.39212e-07
"SRR5355844",5.27854e-06,-5.99733e-06,7.5896e-07,-1.5075e-05,6.9471e-06,1.44553e-05,-3.55275e-06,-9.13727e-06,2.32308e-06,1.68452e-05,-2.39506e-06,1.54157e-05,8.48014e-06,-1.00617e-05,3.2112e-06,-7.44797e-06,-1.48245e-05,8.96371e-06,2.41928e-06,1.24556e-05,-4.48749e-06,1.14295e-05,2.35326e-06,1.10602e-05,9.96081e-06,3.86922e-06,-4.52344e-06,-1.11679e-05,4.95331e-06,2.21195e-06
