Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Tissue
SRR5354236,ATAC-seq,152,36010928,PRJNA379613,SAMN06613759,11342945,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650461,GSM2541158,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541158,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354237,ATAC-seq,152,91330568,PRJNA379613,SAMN06613758,30808137,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650462,GSM2541159,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541159,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354238,ATAC-seq,152,57108680,PRJNA379613,SAMN06613757,19769634,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650463,GSM2541160,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541160,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354239,ATAC-seq,152,32611144,PRJNA379613,SAMN06613756,9782273,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650464,GSM2541161,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541161,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354240,ATAC-seq,152,130817432,PRJNA379613,SAMN06613755,44559282,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650465,GSM2541162,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541162,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354241,ATAC-seq,152,59401296,PRJNA379613,SAMN06613754,22163603,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650466,GSM2541163,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541163,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354242,ATAC-seq,152,22749080,PRJNA379613,SAMN06613753,8504016,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650467,GSM2541164,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541164,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354243,ATAC-seq,152,6451640,PRJNA379613,SAMN06613752,2445911,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650468,GSM2541165,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541165,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354244,ATAC-seq,152,13082640,PRJNA379613,SAMN06613751,5013200,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650469,GSM2541166,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541166,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354245,ATAC-seq,152,3685848,PRJNA379613,SAMN06613750,1534694,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650470,GSM2541167,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541167,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354246,ATAC-seq,152,17417832,PRJNA379613,SAMN06613749,6489604,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650471,GSM2541168,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541168,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354247,ATAC-seq,152,44434920,PRJNA379613,SAMN06613748,16542443,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650472,GSM2541169,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541169,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354248,ATAC-seq,152,17041176,PRJNA379613,SAMN06613747,6492981,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650473,GSM2541170,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541170,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354249,ATAC-seq,152,43586456,PRJNA379613,SAMN06613746,16415096,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650474,GSM2541171,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541171,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354250,ATAC-seq,152,26699104,PRJNA379613,SAMN06613745,9958968,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650475,GSM2541172,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541172,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354251,ATAC-seq,152,37277088,PRJNA379613,SAMN06613744,14067056,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650476,GSM2541173,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541173,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354252,ATAC-seq,152,14337552,PRJNA379613,SAMN06613743,5408409,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650477,GSM2541174,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541174,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354253,ATAC-seq,152,27176232,PRJNA379613,SAMN06613742,10046974,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650478,GSM2541175,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541175,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354254,ATAC-seq,152,5681304,PRJNA379613,SAMN06613741,2175225,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650479,GSM2541176,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541176,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354255,ATAC-seq,152,7740600,PRJNA379613,SAMN06613740,2957198,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650480,GSM2541177,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541177,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354256,ATAC-seq,152,141142336,PRJNA379613,SAMN06613739,51829997,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650481,GSM2541178,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541178,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354257,ATAC-seq,152,4021616,PRJNA379613,SAMN06613818,1628446,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650482,GSM2541179,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541179,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354258,ATAC-seq,152,18060032,PRJNA379613,SAMN06613817,6720703,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650483,GSM2541180,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541180,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354259,ATAC-seq,152,52093592,PRJNA379613,SAMN06613816,19171677,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650484,GSM2541181,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541181,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354260,ATAC-seq,152,11719504,PRJNA379613,SAMN06613822,4402297,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650485,GSM2541182,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541182,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354261,ATAC-seq,152,37742208,PRJNA379613,SAMN06613821,13934236,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650486,GSM2541183,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541183,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354262,ATAC-seq,152,19430464,PRJNA379613,SAMN06613820,7237451,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650487,GSM2541184,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541184,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354263,ATAC-seq,152,43938792,PRJNA379613,SAMN06613819,16456544,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650488,GSM2541185,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541185,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354264,ATAC-seq,152,21041816,PRJNA379613,SAMN06613815,7809025,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650489,GSM2541186,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541186,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354265,ATAC-seq,152,36990112,PRJNA379613,SAMN06613814,13633182,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650490,GSM2541187,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541187,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354266,ATAC-seq,152,10585280,PRJNA379613,SAMN06613813,4049751,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650491,GSM2541188,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541188,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354267,ATAC-seq,152,18317976,PRJNA379613,SAMN06613812,6810943,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650492,GSM2541189,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541189,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354268,ATAC-seq,152,23105520,PRJNA379613,SAMN06613811,8606124,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650493,GSM2541190,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541190,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354269,ATAC-seq,152,15877920,PRJNA379613,SAMN06613810,6023945,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650494,GSM2541191,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541191,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354270,ATAC-seq,152,32506112,PRJNA379613,SAMN06613809,12046036,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650495,GSM2541192,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541192,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354271,ATAC-seq,152,30778936,PRJNA379613,SAMN06613808,11247870,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650496,GSM2541193,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541193,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354272,ATAC-seq,152,36592024,PRJNA379613,SAMN06613807,13386163,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650497,GSM2541194,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541194,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354273,ATAC-seq,152,21449024,PRJNA379613,SAMN06613806,7944635,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650498,GSM2541195,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541195,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354274,ATAC-seq,152,31619496,PRJNA379613,SAMN06613805,11761218,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650499,GSM2541196,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541196,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354275,ATAC-seq,152,20832360,PRJNA379613,SAMN06613804,7868690,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650500,GSM2541197,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541197,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354276,ATAC-seq,152,138306928,PRJNA379613,SAMN06613803,50794254,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650501,GSM2541198,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541198,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354277,ATAC-seq,152,31337688,PRJNA379613,SAMN06613802,11699405,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650502,GSM2541199,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541199,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354278,ATAC-seq,152,19121144,PRJNA379613,SAMN06613801,7178434,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650503,GSM2541200,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541200,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354279,ATAC-seq,152,9615064,PRJNA379613,SAMN06613800,3631053,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650504,GSM2541201,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541201,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354280,ATAC-seq,152,39751800,PRJNA379613,SAMN06613799,14425055,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650505,GSM2541202,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541202,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354281,ATAC-seq,152,13126416,PRJNA379613,SAMN06613798,4990495,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650506,GSM2541203,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541203,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354282,ATAC-seq,152,33342872,PRJNA379613,SAMN06613797,12306790,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650507,GSM2541204,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541204,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354283,ATAC-seq,152,8221376,PRJNA379613,SAMN06613796,3114342,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650508,GSM2541205,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541205,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354284,ATAC-seq,152,31943864,PRJNA379613,SAMN06613795,11781654,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650509,GSM2541206,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541206,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354285,ATAC-seq,152,24002928,PRJNA379613,SAMN06613794,8911840,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650510,GSM2541207,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541207,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354286,ATAC-seq,152,15255936,PRJNA379613,SAMN06613793,5687817,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650511,GSM2541208,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541208,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354287,ATAC-seq,152,36937064,PRJNA379613,SAMN06614320,13680399,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650512,GSM2541209,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541209,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354288,ATAC-seq,152,77841480,PRJNA379613,SAMN06614315,28909220,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650513,GSM2541210,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541210,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354289,ATAC-seq,152,17715144,PRJNA379613,SAMN06614314,6776829,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650514,GSM2541211,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541211,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354290,ATAC-seq,152,14465688,PRJNA379613,SAMN06614319,6108200,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650515,GSM2541212,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541212,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354291,ATAC-seq,152,10083680,PRJNA379613,SAMN06614318,3957859,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650516,GSM2541213,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541213,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354292,ATAC-seq,152,20052296,PRJNA379613,SAMN06614317,7727938,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650517,GSM2541214,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541214,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354293,ATAC-seq,152,4543128,PRJNA379613,SAMN06614316,1881117,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650518,GSM2541215,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541215,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354294,ATAC-seq,152,23788152,PRJNA379613,SAMN06614313,9159650,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650519,GSM2541216,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541216,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354295,ATAC-seq,152,18142872,PRJNA379613,SAMN06614312,7036463,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650520,GSM2541217,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541217,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354296,ATAC-seq,152,4170880,PRJNA379613,SAMN06614311,1627092,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650521,GSM2541218,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541218,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354297,ATAC-seq,152,7590424,PRJNA379613,SAMN06614310,2942627,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650522,GSM2541219,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541219,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354298,ATAC-seq,152,2304320,PRJNA379613,SAMN06614309,952756,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650523,GSM2541220,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541220,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354299,ATAC-seq,152,37431216,PRJNA379613,SAMN06614308,14288915,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650524,GSM2541221,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541221,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354300,ATAC-seq,152,20182864,PRJNA379613,SAMN06614307,7768067,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650525,GSM2541222,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541222,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354301,ATAC-seq,152,2534448,PRJNA379613,SAMN06614306,1017057,CMP,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650526,GSM2541223,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541223,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354302,ATAC-seq,152,18014432,PRJNA379613,SAMN06614305,6775477,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650527,GSM2541224,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541224,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
SRR5354303,ATAC-seq,152,8859168,PRJNA379613,SAMN06614304,3397054,CMP,GEO,public,"fastq,sra,unknown_contigs","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2650528,GSM2541225,NextSeq 500,PAIRED,other,GENOMIC,Homo sapiens,ILLUMINA,2018-04-29T00:00:00Z,GSM2541225,Bone Marrow CD34+,SRP102089,CD34+ Bone Marrow
