"Run"	"Sample Name"	"Title"	"Cell_type"	"Donor"	"Assay Type"	"AvgSpotLen"	"Bases"	"BioProject"	"BioSample"	"Bytes"	"Center Name"	"Consent"	"DATASTORE filetype"	"DATASTORE provider"	"DATASTORE region"	"Experiment"	"GEO_Accession (exp)"	"Instrument"	"LibraryLayout"	"LibrarySelection"	"LibrarySource"	"Organism"	"Platform"	"ReleaseDate"	"source_name"	"SRA Study"	"discard"
"SRR5355246"	"GSM2542179"	"singles-BM0828-MEP-160420-51"	"MEP"	"BM0828"	"ATAC-seq"	152	55588224	"PRJNA379613"	"SAMN06615330"	21877193	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2651471"	"GSM2542179"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356139"	"GSM2543072"	"singles-20160726-scATAC-BM1137-GMP3high-HYC-80"	"GMP"	"BM1137"	"ATAC-seq"	152	34770608	"PRJNA379613"	"SAMN06614907"	15041078	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652364"	"GSM2543072"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354481"	"GSM2541409"	"singles-20160617-scATAC-BM1214-CMP-LS-49"	"CMP"	"BM1214"	"ATAC-seq"	152	65922552	"PRJNA379613"	"SAMN06614497"	24318375	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650706"	"GSM2541409"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355751"	"GSM2542684"	"singles-BM1214-MCP-frozen-160128-76"	"pDC"	"BM1214"	"ATAC-seq"	152	54407032	"PRJNA379613"	"SAMN06615416"	20945915	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651976"	"GSM2542684"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355229"	"GSM2542162"	"singles-BM0828-MEP-160420-34"	"MEP"	"BM0828"	"ATAC-seq"	152	41367712	"PRJNA379613"	"SAMN06615408"	16965129	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651454"	"GSM2542162"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355275"	"GSM2542208"	"singles-BM0828-MEP-160420-80"	"MEP"	"BM0828"	"ATAC-seq"	152	39549944	"PRJNA379613"	"SAMN06615771"	16460519	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651500"	"GSM2542208"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354313"	"GSM2541235"	"singles-160819-BM1137-CMP-LS-73"	"CMP"	"BM1137"	"ATAC-seq"	152	26669464	"PRJNA379613"	"SAMN06614394"	9949395	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650538"	"GSM2541235"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353835"	"GSM2540757"	"singles-BM0828-HSC-frozen-151027-75"	"HSC"	"BM0828"	"ATAC-seq"	152	36853920	"PRJNA379613"	"SAMN06613682"	13736426	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650060"	"GSM2540757"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354387"	"GSM2541309"	"singles-20160617-scATAC-BM1077-CMP-HYC-51"	"CMP"	"BM1077"	"ATAC-seq"	152	39258712	"PRJNA379613"	"SAMN06613560"	15440183	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650612"	"GSM2541309"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355062"	"GSM2541990"	"singles-BM1214-GMP-160421-54"	"GMP"	"BM1214"	"ATAC-seq"	152	64905520	"PRJNA379613"	"SAMN06614938"	25693003	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651287"	"GSM2541990"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986180"	"GSM2255257"	"singles-PB1022-mono-160128-60"	"Mono"	"PB1022"	"OTHER"	152	29447568	"PRJNA299657"	"SAMN05462748"	12107162	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX1988198"	"GSM2255257"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5356007"	"GSM2542940"	"singles-160808-scATAC-BM1137-GMP2mid-LS-44"	"GMP"	"BM1137"	"ATAC-seq"	152	23994720	"PRJNA379613"	"SAMN06615183"	9763321	"GEO"	"public"	"sra,fastq"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2652232"	"GSM2542940"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355261"	"GSM2542194"	"singles-BM0828-MEP-160420-66"	"MEP"	"BM0828"	"ATAC-seq"	152	62831024	"PRJNA379613"	"SAMN06615315"	24595666	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651486"	"GSM2542194"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354287"	"GSM2541209"	"singles-160819-BM1137-CMP-LS-47"	"CMP"	"BM1137"	"ATAC-seq"	152	36937064	"PRJNA379613"	"SAMN06614320"	13680399	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650512"	"GSM2541209"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355679"	"GSM2542612"	"singles-BM1214-MCP-frozen-160128-4"	"pDC"	"BM1214"	"ATAC-seq"	152	55437896	"PRJNA379613"	"SAMN06615263"	22049977	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651904"	"GSM2542612"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354429"	"GSM2541351"	"singles-20160617-scATAC-BM1077-CMP-HYC-93"	"CMP"	"BM1077"	"ATAC-seq"	152	79501320	"PRJNA379613"	"SAMN06613886"	31476857	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650654"	"GSM2541351"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356126"	"GSM2543059"	"singles-20160726-scATAC-BM1137-GMP3high-HYC-67"	"GMP"	"BM1137"	"ATAC-seq"	152	57915192	"PRJNA379613"	"SAMN06615003"	23261277	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2652351"	"GSM2543059"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354008"	"GSM2540930"	"singles-BM0828-MPP-frozen-151103-56"	"MPP"	"BM0828"	"ATAC-seq"	152	42111448	"PRJNA379613"	"SAMN06613934"	15698159	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650233"	"GSM2540930"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355923"	"GSM2542856"	"singles-160809-scATAC-BM1137-GMP1low-LS-56"	"GMP"	"BM1137"	"ATAC-seq"	152	42298712	"PRJNA379613"	"SAMN06615946"	16897119	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2652148"	"GSM2542856"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356041"	"GSM2542974"	"singles-160808-scATAC-BM1137-GMP2mid-LS-78"	"GMP"	"BM1137"	"ATAC-seq"	152	77007608	"PRJNA379613"	"SAMN06615123"	30078575	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2652266"	"GSM2542974"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355866"	"GSM2542799"	"singles-BM0106-UNK-160418-95"	"unknown"	"BM0106"	"ATAC-seq"	152	83033800	"PRJNA379613"	"SAMN06615599"	32568283	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652091"	"GSM2542799"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355836"	"GSM2542769"	"singles-BM0106-UNK-160418-65"	"unknown"	"BM0106"	"ATAC-seq"	152	72719840	"PRJNA379613"	"SAMN06615690"	29819185	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2652061"	"GSM2542769"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355925"	"GSM2542858"	"singles-160809-scATAC-BM1137-GMP1low-LS-58"	"GMP"	"BM1137"	"ATAC-seq"	152	40769592	"PRJNA379613"	"SAMN06615944"	16399425	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652150"	"GSM2542858"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986102"	"GSM2255179"	"BM1077-LMPP-Frozen-160107-78"	"LMPP"	"BM1077"	"OTHER"	152	66363656	"PRJNA299657"	"SAMN05463015"	21034624	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX1988120"	"GSM2255179"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"LMPP"	"SRP065190"	FALSE
"SRR5353593"	"GSM2540515"	"singles-BM0106-HSC-SIM-160219-25"	"HSC"	"BM0106"	"ATAC-seq"	152	88608856	"PRJNA379613"	"SAMN06613284"	37192466	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2649818"	"GSM2540515"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355259"	"GSM2542192"	"singles-BM0828-MEP-160420-64"	"MEP"	"BM0828"	"ATAC-seq"	152	61442352	"PRJNA379613"	"SAMN06615317"	24255033	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651484"	"GSM2542192"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986071"	"GSM2255149"	"BM1077-LMPP-Frozen-160107-48"	"LMPP"	"BM1077"	"OTHER"	152	78758496	"PRJNA299657"	"SAMN05462985"	23761152	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX1988090"	"GSM2255149"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"LMPP"	"SRP065190"	FALSE
"SRR5355791"	"GSM2542724"	"singles-BM0106-UNK-160418-20"	"unknown"	"BM0106"	"ATAC-seq"	152	44721592	"PRJNA379613"	"SAMN06615526"	18202344	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2652016"	"GSM2542724"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355236"	"GSM2542169"	"singles-BM0828-MEP-160420-41"	"MEP"	"BM0828"	"ATAC-seq"	152	73399280	"PRJNA379613"	"SAMN06615401"	29897379	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651461"	"GSM2542169"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355657"	"GSM2542590"	"singles-160818-BM1137-pDC-LS-78"	"pDC"	"BM1137"	"ATAC-seq"	152	29122440	"PRJNA379613"	"SAMN06616008"	10793475	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2651882"	"GSM2542590"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355120"	"GSM2542048"	"BM1077-MEP-Frozen-160107-16"	"MEP"	"BM1077"	"ATAC-seq"	152	71438176	"PRJNA379613"	"SAMN06615435"	25887905	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651345"	"GSM2542048"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355882"	"GSM2542815"	"singles-160809-scATAC-BM1137-GMP1low-LS-15"	"GMP"	"BM1137"	"ATAC-seq"	152	16988584	"PRJNA379613"	"SAMN06615884"	6966216	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2652107"	"GSM2542815"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353615"	"GSM2540537"	"singles-BM0106-HSC-SIM-160219-47"	"HSC"	"BM0106"	"ATAC-seq"	152	45949752	"PRJNA379613"	"SAMN06613410"	19692843	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2649840"	"GSM2540537"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354513"	"GSM2541441"	"singles-20160617-scATAC-BM1214-CMP-LS-81"	"CMP"	"BM1214"	"ATAC-seq"	152	56079640	"PRJNA379613"	"SAMN06614402"	22060283	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650738"	"GSM2541441"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354434"	"GSM2541356"	"singles-20160617-scATAC-BM1214-CMP-LS-2"	"CMP"	"BM1214"	"ATAC-seq"	152	59982696	"PRJNA379613"	"SAMN06613881"	22661374	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650659"	"GSM2541356"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355039"	"GSM2541967"	"singles-BM1214-GMP-160421-31"	"GMP"	"BM1214"	"ATAC-seq"	152	41766864	"PRJNA379613"	"SAMN06614961"	15645219	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651264"	"GSM2541967"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354081"	"GSM2541003"	"singles-BM0828-LMPP-frozen-151105-33"	"LMPP"	"BM0828"	"ATAC-seq"	152	45785288	"PRJNA379613"	"SAMN06614603"	17193597	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2650306"	"GSM2541003"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR3986181"	"GSM2255258"	"singles-PB1022-mono-160128-61"	"Mono"	"PB1022"	"OTHER"	152	43827832	"PRJNA299657"	"SAMN05462747"	18162034	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX1988199"	"GSM2255258"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2016-08-22T00:00:00Z"	"Monocyte"	"SRP065190"	FALSE
"SRR5355671"	"GSM2542604"	"singles-160818-BM1137-pDC-LS-92"	"pDC"	"BM1137"	"ATAC-seq"	152	28180496	"PRJNA379613"	"SAMN06615271"	10565694	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2651896"	"GSM2542604"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355240"	"GSM2542173"	"singles-BM0828-MEP-160420-45"	"MEP"	"BM0828"	"ATAC-seq"	152	66022568	"PRJNA379613"	"SAMN06615397"	26509193	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651465"	"GSM2542173"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355947"	"GSM2542880"	"singles-160809-scATAC-BM1137-GMP1low-LS-80"	"GMP"	"BM1137"	"ATAC-seq"	152	37927040	"PRJNA379613"	"SAMN06615669"	15102435	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2652172"	"GSM2542880"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354184"	"GSM2541106"	"BM1077-CMP-Frozen-160106-40"	"CMP"	"BM1077"	"ATAC-seq"	152	44024064	"PRJNA379613"	"SAMN06613655"	14076498	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650409"	"GSM2541106"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354909"	"GSM2541837"	"BM1077-GMP-Frozen-160107-93"	"GMP"	"BM1077"	"ATAC-seq"	152	41733272	"PRJNA379613"	"SAMN06615912"	13090580	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651134"	"GSM2541837"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354611"	"GSM2541539"	"singles-160822-BM1137-CMP-LS-83"	"CMP"	"BM1137"	"ATAC-seq"	152	44376248	"PRJNA379613"	"SAMN06614424"	16207264	"GEO"	"public"	"fastq,sra"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650836"	"GSM2541539"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5356055"	"GSM2542988"	"singles-160808-scATAC-BM1137-GMP2mid-LS-92"	"GMP"	"BM1137"	"ATAC-seq"	152	58889816	"PRJNA379613"	"SAMN06615077"	23903856	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2652280"	"GSM2542988"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355835"	"GSM2542768"	"singles-BM0106-UNK-160418-64"	"unknown"	"BM0106"	"ATAC-seq"	152	52381936	"PRJNA379613"	"SAMN06615691"	19709308	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2652060"	"GSM2542768"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355068"	"GSM2541996"	"singles-BM1214-GMP-160421-60"	"GMP"	"BM1214"	"ATAC-seq"	152	70988712	"PRJNA379613"	"SAMN06615216"	28514579	"GEO"	"public"	"sra,fastq"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2651293"	"GSM2541996"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5353550"	"GSM2540472"	"singles-BM0106-HSC-LS-160219-78"	"HSC"	"BM0106"	"ATAC-seq"	152	51473128	"PRJNA379613"	"SAMN06613224"	22419009	"GEO"	"public"	"fastq,sra"	"s3,gs"	"gs.US,s3.us-east-1"	"SRX2649775"	"GSM2540472"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355511"	"GSM2542444"	"singles-BM0828-CLP-frozen-151103-28"	"CLP"	"BM0828"	"ATAC-seq"	152	41749232	"PRJNA379613"	"SAMN06615053"	15605313	"GEO"	"public"	"sra,fastq"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651736"	"GSM2542444"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354508"	"GSM2541436"	"singles-20160617-scATAC-BM1214-CMP-LS-76"	"CMP"	"BM1214"	"ATAC-seq"	152	54185720	"PRJNA379613"	"SAMN06614407"	20457618	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2650733"	"GSM2541436"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355017"	"GSM2541945"	"singles-BM1214-GMP-160421-9"	"GMP"	"BM1214"	"ATAC-seq"	152	63816288	"PRJNA379613"	"SAMN06614841"	26359112	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651242"	"GSM2541945"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355126"	"GSM2542054"	"BM1077-MEP-Frozen-160107-22"	"MEP"	"BM1077"	"ATAC-seq"	152	79839368	"PRJNA379613"	"SAMN06615429"	27196141	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2651351"	"GSM2542054"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5355999"	"GSM2542932"	"singles-160808-scATAC-BM1137-GMP2mid-LS-36"	"GMP"	"BM1137"	"ATAC-seq"	152	102159960	"PRJNA379613"	"SAMN06615191"	40822284	"GEO"	"public"	"fastq,sra"	"gs,s3"	"s3.us-east-1,gs.US"	"SRX2652224"	"GSM2542932"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354326"	"GSM2541248"	"singles-160819-BM1137-CMP-LS-86"	"CMP"	"BM1137"	"ATAC-seq"	152	45936528	"PRJNA379613"	"SAMN06614341"	17028859	"GEO"	"public"	"fastq,sra"	"gs,s3"	"gs.US,s3.us-east-1"	"SRX2650551"	"GSM2541248"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
"SRR5354330"	"GSM2541252"	"singles-160819-BM1137-CMP-LS-90"	"CMP"	"BM1137"	"ATAC-seq"	152	21542656	"PRJNA379613"	"SAMN06614337"	7999178	"GEO"	"public"	"sra,fastq"	"s3,gs"	"s3.us-east-1,gs.US"	"SRX2650555"	"GSM2541252"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	"Homo sapiens"	"ILLUMINA"	"2018-04-29T00:00:00Z"	"Bone Marrow CD34+"	"SRP102089"	FALSE
